,Area Code,Area,Item Code,Item,Element Code,Element,Unit,Year,Value,Flag
171370,5100,Africa,1080,"Meat, turkey",5510,Production,tonnes,1992,48054.0,A
171371,5100,Africa,1806,Beef and Buffalo Meat,5510,Production,tonnes,1992,3838634.0,A
171372,5100,Africa,1775,"Meat indigenous, poultry",5510,Production,tonnes,1992,1990814.0,A
171373,5100,Africa,1770,"Meat indigenous, total",5510,Production,tonnes,1992,9054592.0,A
171374,5100,Africa,1808,"Meat, Poultry",5510,Production,tonnes,1992,2021021.0,A
171375,5100,Africa,1765,"Meat, Total",5510,Production,tonnes,1992,9306219.0,A
171376,5100,Africa,1807,Sheep and Goat Meat,5510,Production,tonnes,1992,1656096.0,A
171559,5203,Northern America,944,"Meat indigenous, cattle",5510,Production,tonnes,1992,11589490.0,A
171560,5203,Northern America,1094,"Meat indigenous, chicken",5510,Production,tonnes,1992,10386487.0,A
171561,5203,Northern America,1070,"Meat indigenous, duck",5510,Production,tonnes,1992,41823.0,A
171562,5203,Northern America,1077,"Meat indigenous, geese",5510,Production,tonnes,1992,660.0,A
171563,5203,Northern America,1032,"Meat indigenous, goat",5510,Production,tonnes,1992,3.0,A
171564,5203,Northern America,1120,"Meat indigenous, horse",5510,Production,tonnes,1992,91613.0,A
171565,5203,Northern America,1055,"Meat indigenous, pig",5510,Production,tonnes,1992,9032138.0,A
171566,5203,Northern America,1012,"Meat indigenous, sheep",5510,Production,tonnes,1992,192965.0,A
171567,5203,Northern America,1087,"Meat indigenous, turkey",5510,Production,tonnes,1992,2301500.0,A
171568,5203,Northern America,867,"Meat, cattle",5510,Production,tonnes,1992,11293817.0,A
171569,5203,Northern America,1058,"Meat, chicken",5510,Production,tonnes,1992,10384669.0,A
171570,5203,Northern America,1069,"Meat, duck",5510,Production,tonnes,1992,45090.0,A
171571,5203,Northern America,1163,"Meat, game",5510,Production,tonnes,1992,206952.0,A
171572,5203,Northern America,1017,"Meat, goat",5510,Production,tonnes,1992,9102.0,A
171573,5203,Northern America,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1992,660.0,A
171574,5203,Northern America,1097,"Meat, horse",5510,Production,tonnes,1992,87750.0,A
171575,5203,Northern America,1166,"Meat, nes",5510,Production,tonnes,1992,2606.0,A
171576,5203,Northern America,1035,"Meat, pig",5510,Production,tonnes,1992,9024557.0,A
171577,5203,Northern America,977,"Meat, sheep",5510,Production,tonnes,1992,169507.0,A
171578,5203,Northern America,1080,"Meat, turkey",5510,Production,tonnes,1992,2322158.0,A
171579,5203,Northern America,1806,Beef and Buffalo Meat,5510,Production,tonnes,1992,11293817.0,A
171580,5203,Northern America,1775,"Meat indigenous, poultry",5510,Production,tonnes,1992,12730470.0,A
171581,5203,Northern America,1770,"Meat indigenous, total",5510,Production,tonnes,1992,33846237.0,A
171582,5203,Northern America,1808,"Meat, Poultry",5510,Production,tonnes,1992,12752577.0,A
171583,5203,Northern America,1765,"Meat, Total",5510,Production,tonnes,1992,33546867.0,A
171584,5203,Northern America,1807,Sheep and Goat Meat,5510,Production,tonnes,1992,178609.0,A
171636,5207,South America,944,"Meat indigenous, cattle",5510,Production,tonnes,1992,9577595.0,A
171637,5207,South America,1094,"Meat indigenous, chicken",5510,Production,tonnes,1992,4802034.0,A
171638,5207,South America,1070,"Meat indigenous, duck",5510,Production,tonnes,1992,27151.0,A
171639,5207,South America,1077,"Meat indigenous, geese",5510,Production,tonnes,1992,985.0,A
171640,5207,South America,1032,"Meat indigenous, goat",5510,Production,tonnes,1992,72550.0,A
171641,5207,South America,1120,"Meat indigenous, horse",5510,Production,tonnes,1992,92583.0,A
171642,5207,South America,1161,"Meat indigenous, other camelids",5510,Production,tonnes,1992,14278.0,A
171643,5207,South America,1055,"Meat indigenous, pig",5510,Production,tonnes,1992,2195508.0,A
171644,5207,South America,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1992,182336.0,A
171645,5207,South America,1154,"Meat indigenous, rodents",5510,Production,tonnes,1992,22180.0,A
171646,5207,South America,1012,"Meat indigenous, sheep",5510,Production,tonnes,1992,275299.0,A
171647,5207,South America,1087,"Meat indigenous, turkey",5510,Production,tonnes,1992,109715.0,A
171648,5207,South America,867,"Meat, cattle",5510,Production,tonnes,1992,9578362.0,A
171649,5207,South America,1058,"Meat, chicken",5510,Production,tonnes,1992,4818930.0,A
171650,5207,South America,1069,"Meat, duck",5510,Production,tonnes,1992,27326.0,A
171651,5207,South America,1163,"Meat, game",5510,Production,tonnes,1992,49455.0,A
171652,5207,South America,1017,"Meat, goat",5510,Production,tonnes,1992,72561.0,A
171653,5207,South America,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1992,985.0,A
171654,5207,South America,1097,"Meat, horse",5510,Production,tonnes,1992,90324.0,A
171655,5207,South America,1166,"Meat, nes",5510,Production,tonnes,1992,7900.0,A
171656,5207,South America,1158,"Meat, other camelids",5510,Production,tonnes,1992,14291.0,A
171657,5207,South America,1151,"Meat, other rodents",5510,Production,tonnes,1992,22180.0,A
171658,5207,South America,1035,"Meat, pig",5510,Production,tonnes,1992,2195507.0,A
171659,5207,South America,1141,"Meat, rabbit",5510,Production,tonnes,1992,17462.0,A
171660,5207,South America,977,"Meat, sheep",5510,Production,tonnes,1992,273291.0,A
171661,5207,South America,1080,"Meat, turkey",5510,Production,tonnes,1992,109715.0,A
171662,5207,South America,1806,Beef and Buffalo Meat,5510,Production,tonnes,1992,9578362.0,A
171663,5207,South America,1775,"Meat indigenous, poultry",5510,Production,tonnes,1992,4939885.0,A
171664,5207,South America,1770,"Meat indigenous, total",5510,Production,tonnes,1992,17429569.0,A
171665,5207,South America,1808,"Meat, Poultry",5510,Production,tonnes,1992,4956956.0,A
171666,5207,South America,1765,"Meat, Total",5510,Production,tonnes,1992,17278289.0,A
171667,5207,South America,1807,Sheep and Goat Meat,5510,Production,tonnes,1992,345852.0,A
171668,5300,Asia,1122,"Meat indigenous, ass",5510,Production,tonnes,1992,160001.0,A
171669,5300,Asia,1084,"Meat indigenous, bird nes",5510,Production,tonnes,1992,3301.0,A
171670,5300,Asia,972,"Meat indigenous, buffalo",5510,Production,tonnes,1992,2220055.0,A
171671,5300,Asia,1137,"Meat indigenous, camel",5510,Production,tonnes,1992,91419.0,A
171672,5300,Asia,944,"Meat indigenous, cattle",5510,Production,tonnes,1992,6794661.0,A
171673,5300,Asia,1094,"Meat indigenous, chicken",5510,Production,tonnes,1992,10752886.0,A
171674,5300,Asia,1070,"Meat indigenous, duck",5510,Production,tonnes,1992,1094477.0,A
171675,5300,Asia,1077,"Meat indigenous, geese",5510,Production,tonnes,1992,767999.0,A
171676,5300,Asia,1032,"Meat indigenous, goat",5510,Production,tonnes,1992,1883214.0,A
171677,5300,Asia,1120,"Meat indigenous, horse",5510,Production,tonnes,1992,181163.0,A
171678,5300,Asia,1124,"Meat indigenous, mule",5510,Production,tonnes,1992,28000.0,A
171679,5300,Asia,1055,"Meat indigenous, pig",5510,Production,tonnes,1992,33266550.0,A
171680,5300,Asia,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1992,193350.0,A
171681,5300,Asia,1012,"Meat indigenous, sheep",5510,Production,tonnes,1992,2536590.0,A
171682,5300,Asia,1087,"Meat indigenous, turkey",5510,Production,tonnes,1992,94918.0,A
171683,5300,Asia,1108,"Meat, ass",5510,Production,tonnes,1992,160000.0,A
171684,5300,Asia,1089,"Meat, bird nes",5510,Production,tonnes,1992,3527.0,A
171685,5300,Asia,947,"Meat, buffalo",5510,Production,tonnes,1992,2227264.0,A
171686,5300,Asia,1127,"Meat, camel",5510,Production,tonnes,1992,97835.0,A
171687,5300,Asia,867,"Meat, cattle",5510,Production,tonnes,1992,6935243.0,A
171688,5300,Asia,1058,"Meat, chicken",5510,Production,tonnes,1992,10883863.0,A
171689,5300,Asia,1069,"Meat, duck",5510,Production,tonnes,1992,1093110.0,A
171690,5300,Asia,1163,"Meat, game",5510,Production,tonnes,1992,43003.0,A
171691,5300,Asia,1017,"Meat, goat",5510,Production,tonnes,1992,1906870.0,A
171692,5300,Asia,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1992,757574.0,A
171693,5300,Asia,1097,"Meat, horse",5510,Production,tonnes,1992,183220.0,A
171694,5300,Asia,1111,"Meat, mule",5510,Production,tonnes,1992,28000.0,A
171695,5300,Asia,1166,"Meat, nes",5510,Production,tonnes,1992,305702.0,A
171696,5300,Asia,1035,"Meat, pig",5510,Production,tonnes,1992,34213585.0,A
171697,5300,Asia,1141,"Meat, rabbit",5510,Production,tonnes,1992,189645.0,A
171698,5300,Asia,977,"Meat, sheep",5510,Production,tonnes,1992,2639297.0,A
171699,5300,Asia,1080,"Meat, turkey",5510,Production,tonnes,1992,94537.0,A
171700,5300,Asia,1806,Beef and Buffalo Meat,5510,Production,tonnes,1992,9162507.0,A
171701,5300,Asia,1775,"Meat indigenous, poultry",5510,Production,tonnes,1992,12713581.0,A
171702,5300,Asia,1770,"Meat indigenous, total",5510,Production,tonnes,1992,60418090.0,A
171703,5300,Asia,1808,"Meat, Poultry",5510,Production,tonnes,1992,12832611.0,A
171704,5300,Asia,1765,"Meat, Total",5510,Production,tonnes,1992,61763075.0,A
171705,5300,Asia,1807,Sheep and Goat Meat,5510,Production,tonnes,1992,4546167.0,A
171857,5400,Europe,1122,"Meat indigenous, ass",5510,Production,tonnes,1992,431.0,A
171858,5400,Europe,972,"Meat indigenous, buffalo",5510,Production,tonnes,1992,3461.0,A
171859,5400,Europe,1137,"Meat indigenous, camel",5510,Production,tonnes,1992,,A
171860,5400,Europe,944,"Meat indigenous, cattle",5510,Production,tonnes,1992,17198395.0,A
171861,5400,Europe,1094,"Meat indigenous, chicken",5510,Production,tonnes,1992,9048667.0,A
171862,5400,Europe,1070,"Meat indigenous, duck",5510,Production,tonnes,1992,244324.0,A
171863,5400,Europe,1077,"Meat indigenous, geese",5510,Production,tonnes,1992,67914.0,A
171864,5400,Europe,1032,"Meat indigenous, goat",5510,Production,tonnes,1992,135998.0,A
171865,5400,Europe,1120,"Meat indigenous, horse",5510,Production,tonnes,1992,196877.0,A
171866,5400,Europe,1124,"Meat indigenous, mule",5510,Production,tonnes,1992,852.0,A
171867,5400,Europe,1055,"Meat indigenous, pig",5510,Production,tonnes,1992,25973134.0,A
171868,5400,Europe,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1992,539247.0,A
171869,5400,Europe,1012,"Meat indigenous, sheep",5510,Production,tonnes,1992,1791527.0,A
171870,5400,Europe,1087,"Meat indigenous, turkey",5510,Production,tonnes,1992,1448499.0,A
171871,5400,Europe,1108,"Meat, ass",5510,Production,tonnes,1992,401.0,A
171872,5400,Europe,1089,"Meat, bird nes",5510,Production,tonnes,1992,3850.0,A
171873,5400,Europe,947,"Meat, buffalo",5510,Production,tonnes,1992,3531.0,A
171874,5400,Europe,1127,"Meat, camel",5510,Production,tonnes,1992,313.0,A
171875,5400,Europe,867,"Meat, cattle",5510,Production,tonnes,1992,17069840.0,A
171876,5400,Europe,1058,"Meat, chicken",5510,Production,tonnes,1992,9839621.0,A
171877,5400,Europe,1069,"Meat, duck",5510,Production,tonnes,1992,366037.0,A
171878,5400,Europe,1163,"Meat, game",5510,Production,tonnes,1992,132306.0,A
171879,5400,Europe,1017,"Meat, goat",5510,Production,tonnes,1992,126127.0,A
171880,5400,Europe,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1992,73892.0,A
171881,5400,Europe,1097,"Meat, horse",5510,Production,tonnes,1992,194246.0,A
171882,5400,Europe,1111,"Meat, mule",5510,Production,tonnes,1992,849.0,A
171883,5400,Europe,1166,"Meat, nes",5510,Production,tonnes,1992,135363.0,A
171884,5400,Europe,1035,"Meat, pig",5510,Production,tonnes,1992,25719440.0,A
171885,5400,Europe,1141,"Meat, rabbit",5510,Production,tonnes,1992,377135.0,A
171886,5400,Europe,977,"Meat, sheep",5510,Production,tonnes,1992,1773602.0,A
171887,5400,Europe,1080,"Meat, turkey",5510,Production,tonnes,1992,1055999.0,A
171888,5400,Europe,1806,Beef and Buffalo Meat,5510,Production,tonnes,1992,17073371.0,A
171889,5400,Europe,1775,"Meat indigenous, poultry",5510,Production,tonnes,1992,10809405.0,A
171890,5400,Europe,1770,"Meat indigenous, total",5510,Production,tonnes,1992,56916997.0,A
171891,5400,Europe,1808,"Meat, Poultry",5510,Production,tonnes,1992,11339399.0,A
171892,5400,Europe,1765,"Meat, Total",5510,Production,tonnes,1992,56872550.0,A
171893,5400,Europe,1807,Sheep and Goat Meat,5510,Production,tonnes,1992,1899729.0,A
172021,5500,Oceania,972,"Meat indigenous, buffalo",5510,Production,tonnes,1992,1.0,A
172022,5500,Oceania,944,"Meat indigenous, cattle",5510,Production,tonnes,1992,2377611.0,A
172023,5500,Oceania,1094,"Meat indigenous, chicken",5510,Production,tonnes,1992,497176.0,A
172024,5500,Oceania,1070,"Meat indigenous, duck",5510,Production,tonnes,1992,4384.0,A
172025,5500,Oceania,1077,"Meat indigenous, geese",5510,Production,tonnes,1992,84.0,A
172026,5500,Oceania,1032,"Meat indigenous, goat",5510,Production,tonnes,1992,16569.0,A
172027,5500,Oceania,1120,"Meat indigenous, horse",5510,Production,tonnes,1992,23235.0,A
172028,5500,Oceania,1055,"Meat indigenous, pig",5510,Production,tonnes,1992,439652.0,A
172029,5500,Oceania,1012,"Meat indigenous, sheep",5510,Production,tonnes,1992,1333375.0,A
172030,5500,Oceania,1087,"Meat indigenous, turkey",5510,Production,tonnes,1992,25283.0,A
172031,5500,Oceania,947,"Meat, buffalo",5510,Production,tonnes,1992,1.0,A
172032,5500,Oceania,867,"Meat, cattle",5510,Production,tonnes,1992,2354144.0,A
172033,5500,Oceania,1058,"Meat, chicken",5510,Production,tonnes,1992,488658.0,A
172034,5500,Oceania,1069,"Meat, duck",5510,Production,tonnes,1992,4384.0,A
172035,5500,Oceania,1163,"Meat, game",5510,Production,tonnes,1992,262700.0,A
172036,5500,Oceania,1017,"Meat, goat",5510,Production,tonnes,1992,14907.0,A
172037,5500,Oceania,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1992,84.0,A
172038,5500,Oceania,1097,"Meat, horse",5510,Production,tonnes,1992,22857.0,A
172039,5500,Oceania,1166,"Meat, nes",5510,Production,tonnes,1992,108.0,A
172040,5500,Oceania,1035,"Meat, pig",5510,Production,tonnes,1992,439742.0,A
172041,5500,Oceania,977,"Meat, sheep",5510,Production,tonnes,1992,1245388.0,A
172042,5500,Oceania,1080,"Meat, turkey",5510,Production,tonnes,1992,25278.0,A
172043,5500,Oceania,1806,Beef and Buffalo Meat,5510,Production,tonnes,1992,2354145.0,A
172044,5500,Oceania,1775,"Meat indigenous, poultry",5510,Production,tonnes,1992,526927.0,A
172045,5500,Oceania,1770,"Meat indigenous, total",5510,Production,tonnes,1992,4980178.0,A
172046,5500,Oceania,1808,"Meat, Poultry",5510,Production,tonnes,1992,518404.0,A
172047,5500,Oceania,1765,"Meat, Total",5510,Production,tonnes,1992,4858251.0,A
172048,5500,Oceania,1807,Sheep and Goat Meat,5510,Production,tonnes,1992,1260295.0,A
176727,5100,Africa,1122,"Meat indigenous, ass",5510,Production,tonnes,1993,11000.0,A
176728,5100,Africa,1084,"Meat indigenous, bird nes",5510,Production,tonnes,1993,10760.0,A
176729,5100,Africa,972,"Meat indigenous, buffalo",5510,Production,tonnes,1993,175959.0,A
176730,5100,Africa,1137,"Meat indigenous, camel",5510,Production,tonnes,1993,166168.0,A
176731,5100,Africa,944,"Meat indigenous, cattle",5510,Production,tonnes,1993,3540377.0,A
176732,5100,Africa,1094,"Meat indigenous, chicken",5510,Production,tonnes,1993,1874727.0,A
176733,5100,Africa,1070,"Meat indigenous, duck",5510,Production,tonnes,1993,46784.0,A
176734,5100,Africa,1077,"Meat indigenous, geese",5510,Production,tonnes,1993,28959.0,A
176735,5100,Africa,1032,"Meat indigenous, goat",5510,Production,tonnes,1993,691474.0,A
176736,5100,Africa,1120,"Meat indigenous, horse",5510,Production,tonnes,1993,13171.0,A
176737,5100,Africa,1055,"Meat indigenous, pig",5510,Production,tonnes,1993,596468.0,A
176738,5100,Africa,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1993,70462.0,A
176739,5100,Africa,1012,"Meat indigenous, sheep",5510,Production,tonnes,1993,950812.0,A
176740,5100,Africa,1087,"Meat indigenous, turkey",5510,Production,tonnes,1993,49395.0,A
176741,5100,Africa,1108,"Meat, ass",5510,Production,tonnes,1993,10847.0,A
176742,5100,Africa,1089,"Meat, bird nes",5510,Production,tonnes,1993,10760.0,A
176743,5100,Africa,947,"Meat, buffalo",5510,Production,tonnes,1993,177000.0,A
176744,5100,Africa,1127,"Meat, camel",5510,Production,tonnes,1993,162917.0,A
176745,5100,Africa,867,"Meat, cattle",5510,Production,tonnes,1993,3644454.0,A
176746,5100,Africa,1058,"Meat, chicken",5510,Production,tonnes,1993,1904657.0,A
176747,5100,Africa,1069,"Meat, duck",5510,Production,tonnes,1993,46884.0,A
176748,5100,Africa,1163,"Meat, game",5510,Production,tonnes,1993,707301.0,A
176749,5100,Africa,1017,"Meat, goat",5510,Production,tonnes,1993,663852.0,A
176750,5100,Africa,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1993,33332.0,A
176751,5100,Africa,1097,"Meat, horse",5510,Production,tonnes,1993,13113.0,A
176752,5100,Africa,1166,"Meat, nes",5510,Production,tonnes,1993,165313.0,A
176753,5100,Africa,1035,"Meat, pig",5510,Production,tonnes,1993,682484.0,A
176754,5100,Africa,1141,"Meat, rabbit",5510,Production,tonnes,1993,72461.0,A
176755,5100,Africa,977,"Meat, sheep",5510,Production,tonnes,1993,962766.0,A
176756,5100,Africa,1080,"Meat, turkey",5510,Production,tonnes,1993,51218.0,A
176757,5100,Africa,1806,Beef and Buffalo Meat,5510,Production,tonnes,1993,3821454.0,A
176758,5100,Africa,1775,"Meat indigenous, poultry",5510,Production,tonnes,1993,2010624.0,A
176759,5100,Africa,1770,"Meat indigenous, total",5510,Production,tonnes,1993,9103629.0,A
176760,5100,Africa,1808,"Meat, Poultry",5510,Production,tonnes,1993,2046851.0,A
176761,5100,Africa,1765,"Meat, Total",5510,Production,tonnes,1993,9313858.0,A
176762,5100,Africa,1807,Sheep and Goat Meat,5510,Production,tonnes,1993,1626618.0,A
176945,5203,Northern America,944,"Meat indigenous, cattle",5510,Production,tonnes,1993,11443122.0,A
176946,5203,Northern America,1094,"Meat indigenous, chicken",5510,Production,tonnes,1993,10849882.0,A
176947,5203,Northern America,1070,"Meat indigenous, duck",5510,Production,tonnes,1993,45165.0,A
176948,5203,Northern America,1077,"Meat indigenous, geese",5510,Production,tonnes,1993,700.0,A
176949,5203,Northern America,1032,"Meat indigenous, goat",5510,Production,tonnes,1993,3.0,A
176950,5203,Northern America,1120,"Meat indigenous, horse",5510,Production,tonnes,1993,69424.0,A
176951,5203,Northern America,1055,"Meat indigenous, pig",5510,Production,tonnes,1993,8946375.0,A
176952,5203,Northern America,1012,"Meat indigenous, sheep",5510,Production,tonnes,1993,188274.0,A
176953,5203,Northern America,1087,"Meat indigenous, turkey",5510,Production,tonnes,1993,2305800.0,A
176954,5203,Northern America,867,"Meat, cattle",5510,Production,tonnes,1993,11331301.0,A
176955,5203,Northern America,1058,"Meat, chicken",5510,Production,tonnes,1993,10931314.0,A
176956,5203,Northern America,1069,"Meat, duck",5510,Production,tonnes,1993,50491.0,A
176957,5203,Northern America,1163,"Meat, game",5510,Production,tonnes,1993,205850.0,A
176958,5203,Northern America,1017,"Meat, goat",5510,Production,tonnes,1993,8845.0,A
176959,5203,Northern America,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1993,700.0,A
176960,5203,Northern America,1097,"Meat, horse",5510,Production,tonnes,1993,66500.0,A
176961,5203,Northern America,1166,"Meat, nes",5510,Production,tonnes,1993,3206.0,A
176962,5203,Northern America,1035,"Meat, pig",5510,Production,tonnes,1993,8944951.0,A
176963,5203,Northern America,977,"Meat, sheep",5510,Production,tonnes,1993,164146.0,A
176964,5203,Northern America,1080,"Meat, turkey",5510,Production,tonnes,1993,2326709.0,A
176965,5203,Northern America,1806,Beef and Buffalo Meat,5510,Production,tonnes,1993,11331301.0,A
176966,5203,Northern America,1775,"Meat indigenous, poultry",5510,Production,tonnes,1993,13201547.0,A
176967,5203,Northern America,1770,"Meat indigenous, total",5510,Production,tonnes,1993,34057800.0,A
176968,5203,Northern America,1808,"Meat, Poultry",5510,Production,tonnes,1993,13309214.0,A
176969,5203,Northern America,1765,"Meat, Total",5510,Production,tonnes,1993,34034014.0,A
176970,5203,Northern America,1807,Sheep and Goat Meat,5510,Production,tonnes,1993,172991.0,A
177022,5207,South America,944,"Meat indigenous, cattle",5510,Production,tonnes,1993,9734905.0,A
177023,5207,South America,1094,"Meat indigenous, chicken",5510,Production,tonnes,1993,5368425.0,A
177024,5207,South America,1070,"Meat indigenous, duck",5510,Production,tonnes,1993,30584.0,A
177025,5207,South America,1077,"Meat indigenous, geese",5510,Production,tonnes,1993,984.0,A
177026,5207,South America,1032,"Meat indigenous, goat",5510,Production,tonnes,1993,75146.0,A
177027,5207,South America,1120,"Meat indigenous, horse",5510,Production,tonnes,1993,91832.0,A
177028,5207,South America,1161,"Meat indigenous, other camelids",5510,Production,tonnes,1993,13430.0,A
177029,5207,South America,1055,"Meat indigenous, pig",5510,Production,tonnes,1993,2511470.0,A
177030,5207,South America,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1993,187447.0,A
177031,5207,South America,1154,"Meat indigenous, rodents",5510,Production,tonnes,1993,22180.0,A
177032,5207,South America,1012,"Meat indigenous, sheep",5510,Production,tonnes,1993,276924.0,A
177033,5207,South America,1087,"Meat indigenous, turkey",5510,Production,tonnes,1993,113809.0,A
177034,5207,South America,867,"Meat, cattle",5510,Production,tonnes,1993,9739472.0,A
177035,5207,South America,1058,"Meat, chicken",5510,Production,tonnes,1993,5400409.0,A
177036,5207,South America,1069,"Meat, duck",5510,Production,tonnes,1993,30760.0,A
177037,5207,South America,1163,"Meat, game",5510,Production,tonnes,1993,50772.0,A
177038,5207,South America,1017,"Meat, goat",5510,Production,tonnes,1993,75151.0,A
177039,5207,South America,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1993,986.0,A
177040,5207,South America,1097,"Meat, horse",5510,Production,tonnes,1993,90893.0,A
177041,5207,South America,1166,"Meat, nes",5510,Production,tonnes,1993,7100.0,A
177042,5207,South America,1158,"Meat, other camelids",5510,Production,tonnes,1993,13435.0,A
177043,5207,South America,1151,"Meat, other rodents",5510,Production,tonnes,1993,22180.0,A
177044,5207,South America,1035,"Meat, pig",5510,Production,tonnes,1993,2512152.0,A
177045,5207,South America,1141,"Meat, rabbit",5510,Production,tonnes,1993,17454.0,A
177046,5207,South America,977,"Meat, sheep",5510,Production,tonnes,1993,275636.0,A
177047,5207,South America,1080,"Meat, turkey",5510,Production,tonnes,1993,114110.0,A
177048,5207,South America,1806,Beef and Buffalo Meat,5510,Production,tonnes,1993,9739472.0,A
177049,5207,South America,1775,"Meat indigenous, poultry",5510,Production,tonnes,1993,5513802.0,A
177050,5207,South America,1770,"Meat indigenous, total",5510,Production,tonnes,1993,18485009.0,A
177051,5207,South America,1808,"Meat, Poultry",5510,Production,tonnes,1993,5546266.0,A
177052,5207,South America,1765,"Meat, Total",5510,Production,tonnes,1993,18350511.0,A
177053,5207,South America,1807,Sheep and Goat Meat,5510,Production,tonnes,1993,350787.0,A
177054,5300,Asia,1122,"Meat indigenous, ass",5510,Production,tonnes,1993,158007.0,A
177055,5300,Asia,1084,"Meat indigenous, bird nes",5510,Production,tonnes,1993,3694.0,A
177056,5300,Asia,972,"Meat indigenous, buffalo",5510,Production,tonnes,1993,2324772.0,A
177057,5300,Asia,1137,"Meat indigenous, camel",5510,Production,tonnes,1993,84439.0,A
177058,5300,Asia,944,"Meat indigenous, cattle",5510,Production,tonnes,1993,7415916.0,A
177059,5300,Asia,1094,"Meat indigenous, chicken",5510,Production,tonnes,1993,12066854.0,A
177060,5300,Asia,1070,"Meat indigenous, duck",5510,Production,tonnes,1993,1315603.0,A
177061,5300,Asia,1077,"Meat indigenous, geese",5510,Production,tonnes,1993,896094.0,A
177062,5300,Asia,1032,"Meat indigenous, goat",5510,Production,tonnes,1993,1991446.0,A
177063,5300,Asia,1120,"Meat indigenous, horse",5510,Production,tonnes,1993,165989.0,A
177064,5300,Asia,1124,"Meat indigenous, mule",5510,Production,tonnes,1993,29000.0,A
177065,5300,Asia,1055,"Meat indigenous, pig",5510,Production,tonnes,1993,34644118.0,A
177066,5300,Asia,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1993,201421.0,A
177067,5300,Asia,1012,"Meat indigenous, sheep",5510,Production,tonnes,1993,2673043.0,A
177068,5300,Asia,1087,"Meat indigenous, turkey",5510,Production,tonnes,1993,109778.0,A
177069,5300,Asia,1108,"Meat, ass",5510,Production,tonnes,1993,158000.0,A
177070,5300,Asia,1089,"Meat, bird nes",5510,Production,tonnes,1993,4098.0,A
177071,5300,Asia,947,"Meat, buffalo",5510,Production,tonnes,1993,2327533.0,A
177072,5300,Asia,1127,"Meat, camel",5510,Production,tonnes,1993,97209.0,A
177073,5300,Asia,867,"Meat, cattle",5510,Production,tonnes,1993,7559662.0,A
177074,5300,Asia,1058,"Meat, chicken",5510,Production,tonnes,1993,12197209.0,A
177075,5300,Asia,1069,"Meat, duck",5510,Production,tonnes,1993,1314268.0,A
177076,5300,Asia,1163,"Meat, game",5510,Production,tonnes,1993,46101.0,A
177077,5300,Asia,1017,"Meat, goat",5510,Production,tonnes,1993,2013919.0,A
177078,5300,Asia,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1993,867518.0,A
177079,5300,Asia,1097,"Meat, horse",5510,Production,tonnes,1993,168179.0,A
177080,5300,Asia,1111,"Meat, mule",5510,Production,tonnes,1993,29000.0,A
177081,5300,Asia,1166,"Meat, nes",5510,Production,tonnes,1993,313232.0,A
177082,5300,Asia,1035,"Meat, pig",5510,Production,tonnes,1993,36551302.0,A
177083,5300,Asia,1141,"Meat, rabbit",5510,Production,tonnes,1993,198318.0,A
177084,5300,Asia,977,"Meat, sheep",5510,Production,tonnes,1993,2795098.0,A
177085,5300,Asia,1080,"Meat, turkey",5510,Production,tonnes,1993,110123.0,A
177086,5300,Asia,1806,Beef and Buffalo Meat,5510,Production,tonnes,1993,9887195.0,A
177087,5300,Asia,1775,"Meat indigenous, poultry",5510,Production,tonnes,1993,14392023.0,A
177088,5300,Asia,1770,"Meat indigenous, total",5510,Production,tonnes,1993,64440604.0,A
177089,5300,Asia,1808,"Meat, Poultry",5510,Production,tonnes,1993,14493216.0,A
177090,5300,Asia,1765,"Meat, Total",5510,Production,tonnes,1993,66751868.0,A
177091,5300,Asia,1807,Sheep and Goat Meat,5510,Production,tonnes,1993,4809017.0,A
177243,5400,Europe,1122,"Meat indigenous, ass",5510,Production,tonnes,1993,445.0,A
177244,5400,Europe,972,"Meat indigenous, buffalo",5510,Production,tonnes,1993,2979.0,A
177245,5400,Europe,1137,"Meat indigenous, camel",5510,Production,tonnes,1993,,A
177246,5400,Europe,944,"Meat indigenous, cattle",5510,Production,tonnes,1993,15850694.0,A
177247,5400,Europe,1094,"Meat indigenous, chicken",5510,Production,tonnes,1993,8765749.0,A
177248,5400,Europe,1070,"Meat indigenous, duck",5510,Production,tonnes,1993,256270.0,A
177249,5400,Europe,1077,"Meat indigenous, geese",5510,Production,tonnes,1993,61984.0,A
177250,5400,Europe,1032,"Meat indigenous, goat",5510,Production,tonnes,1993,141097.0,A
177251,5400,Europe,1120,"Meat indigenous, horse",5510,Production,tonnes,1993,191087.0,A
