,Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F
19423,5207,South America,1808,"Meat, Poultry",5321,Producing Animals/Slaughtered,1000 Head,266164.0,A,282101.0,A,324333.0,A,361143.0,A,453590.0,A,474291.0,A,524779.0,A,565040.0,A,599026.0,A,684339.0,A,710973.0,A,797409.0,A,893785.0,A,1008639.0,A,1023744.0,A,1111745.0,A,1201391.0,A,1375711.0,A,1643378.0,A,1940797.0,A,2030542.0,A,2153431.0,A,2128477.0,A,1963409.0,A,2116307.0,A,2316886.0,A,2560751.0,A,2578140.0,A,2477244.0,A,2782462.0,A,3111498.0,A,3477562.0,A,3788676.0,A,4085417.0,A,4725294.0,A,4822342.0,A,4719427.0,A,4820081.0,A,5294084.0,A,5465234.0,A,5828172.0,A,6120951.0,A,6137592.0,A,6578704.0,A,7253145.0,A,7350594.0,A,8089190.0,A,8649682.0,A,8881762.0,A,8598630.0,A,9034352.0,A,8398424.0,A,8663611.0,A,8817805.0,A,9190329.0,A,9212114.0,A,9246587.0,A
19425,5207,South America,1808,"Meat, Poultry",5510,Production,tonnes,316314.0,A,339841.0,A,394076.0,A,443839.0,A,554186.0,A,582726.0,A,639664.0,A,690954.0,A,762689.0,A,873285.0,A,907856.0,A,1009077.0,A,1123773.0,A,1283417.0,A,1316748.0,A,1402094.0,A,1523675.0,A,1704096.0,A,2010911.0,A,2410842.0,A,2640143.0,A,2858813.0,A,2808370.0,A,2620458.0,A,2801513.0,A,3018215.0,A,3378133.0,A,3622861.0,A,3535477.0,A,3900580.0,A,4468496.0,A,4956956.0,A,5546266.0,A,6045384.0,A,6926711.0,A,6954909.0,A,7485852.0,A,8113989.0,A,9043651.0,A,9697439.0,A,10290636.0,A,10977286.0,A,11586760.0,A,12780169.0,A,12421172.0,A,13262666.0,A,14475764.0,A,16215777.0,A,16240364.0,A,17459974.0,A,18613751.0,A,18840892.0,A,19415351.0,A,20024782.0,A,21024063.0,A,21148016.0,A,21692665.0,A
19426,5207,South America,1765,"Meat, Total",5510,Production,tonnes,6517115.0,A,6846148.0,A,7168258.0,A,6834298.0,A,7022124.0,A,7398484.0,A,7734523.0,A,8196118.0,A,8800216.0,A,8841701.0,A,8201634.0,A,8650724.0,A,8753234.0,A,8885882.0,A,9505117.0,A,10364881.0,A,10626672.0,A,11253322.0,A,11594013.0,A,12153924.0,A,12767654.0,A,12507826.0,A,12636810.0,A,12448619.0,A,13063466.0,A,13631591.0,A,13739340.0,A,14638343.0,A,14885651.0,A,15674533.0,A,16690979.0,A,17278289.0,A,18350511.0,A,19459514.0,A,20982346.0,A,21672267.0,A,22284309.0,A,22866280.0,A,24706260.0,A,25849187.0,A,26354384.0,A,27620146.0,A,28695222.0,A,31039832.0,A,31675624.0,A,33272447.0,A,35185524.0,A,36767437.0,A,36820455.0,A,37629517.0,A,38737801.0,A,39543998.0,A,40766701.0,A,41555536.0,A,42506831.0,A,42628789.0,A,43794803.0,A
19430,5207,South America,1807,Sheep and Goat Meat,5320,Producing Animals/Slaughtered,Head,26003053.0,A,26458411.0,A,25325494.0,A,24219532.0,A,26697897.0,A,28934087.0,A,28525712.0,A,30078232.0,A,28495405.0,A,29616268.0,A,29067232.0,A,25124440.0,A,24441143.0,A,24523700.0,A,25140588.0,A,24949226.0,A,24349044.0,A,23434485.0,A,23247320.0,A,21984560.0,A,23711070.0,A,23780277.0,A,23055263.0,A,22343319.0,A,23177990.0,A,23472584.0,A,24484334.0,A,24946631.0,A,25222632.0,A,26589547.0,A,25541418.0,A,25725100.0,A,26568060.0,A,26306861.0,A,25551465.0,A,23598011.0,A,23993731.0,A,24165094.0,A,25112465.0,A,25143489.0,A,25284102.0,A,23851666.0,A,24073602.0,A,23878623.0,A,24850844.0,A,24532634.0,A,24473174.0,A,24438671.0,A,24491252.0,A,23793575.0,A,23529642.0,A,22591334.0,A,22381054.0,A,22532374.0,A,21625768.0,A,20802495.0,A,20331895.0,A
19432,5207,South America,1807,Sheep and Goat Meat,5510,Production,tonnes,381355.0,A,387115.0,A,365037.0,A,349962.0,A,391209.0,A,428782.0,A,422842.0,A,451981.0,A,428468.0,A,438662.0,A,428994.0,A,369352.0,A,344727.0,A,337318.0,A,346953.0,A,346096.0,A,342770.0,A,329428.0,A,327519.0,A,304840.0,A,323519.0,A,321551.0,A,321074.0,A,313019.0,A,316504.0,A,333311.0,A,337290.0,A,346856.0,A,353523.0,A,364671.0,A,361397.0,A,345852.0,A,350787.0,A,371849.0,A,367909.0,A,322093.0,A,322158.0,A,312004.0,A,316538.0,A,324263.0,A,355079.0,A,300260.0,A,302736.0,A,302064.0,A,313912.0,A,313425.0,A,309854.0,A,310506.0,A,304710.0,A,335103.0,A,329616.0,A,319399.0,A,313434.0,A,314976.0,A,306953.0,A,300486.0,A,301171.0,A
19453,5300,Asia,1122,"Meat indigenous, ass",5322,Production,Head,160000.0,A,180000.0,A,180000.0,A,185000.0,A,195000.0,A,205000.0,A,215000.0,A,225000.0,A,232000.0,A,240000.0,A,252000.0,A,260000.0,A,250000.0,A,250000.0,A,247000.0,A,243000.0,A,230000.0,A,228000.0,A,223000.0,A,220000.0,A,236000.0,A,250000.0,A,270000.0,A,275000.0,A,282000.0,A,295000.0,A,300043.0,A,310042.0,A,320003.0,A,330000.0,A,340000.0,A,2000010.0,A,1975082.0,A,1960000.0,A,1966024.0,A,2149000.0,A,1889000.0,A,1879024.0,A,1943000.0,A,2017119.0,A,2030239.0,A,2115000.0,A,2123000.0,A,2175570.0,A,2170600.0,A,2231400.0,A,2161000.0,A,2150000.0,A,2279000.0,A,2292000.0,A,2399000.0,A,2400326.0,A,2400038.0,A,,,,,,,,
19455,5300,Asia,1122,"Meat indigenous, ass",5510,Production,tonnes,12800.0,A,14400.0,A,14400.0,A,14800.0,A,15600.0,A,16400.0,A,17200.0,A,18000.0,A,18560.0,A,19200.0,A,20160.0,A,20800.0,A,20000.0,A,20000.0,A,19760.0,A,19440.0,A,18400.0,A,18240.0,A,17840.0,A,17600.0,A,18880.0,A,20000.0,A,21600.0,A,22000.0,A,22560.0,A,23600.0,A,24003.0,A,24803.0,A,25600.0,A,26400.0,A,27200.0,A,160001.0,A,158007.0,A,156800.0,A,157282.0,A,171920.0,A,151120.0,A,150322.0,A,155440.0,A,161370.0,A,162419.0,A,169200.0,A,169840.0,A,174046.0,A,173648.0,A,178512.0,A,172880.0,A,172000.0,A,182320.0,A,183360.0,A,191920.0,A,192026.0,A,192003.0,A,,,,,,,,
19456,5300,Asia,1084,"Meat indigenous, bird nes",5323,Production,1000 Head,5890.0,A,6190.0,A,6495.0,A,6825.0,A,7130.0,A,7155.0,A,5155.0,A,6010.0,A,6690.0,A,7270.0,A,9795.0,A,7950.0,A,6210.0,A,5030.0,A,5420.0,A,5790.0,A,5580.0,A,6550.0,A,6675.0,A,7560.0,A,9140.0,A,11170.0,A,12990.0,A,14660.0,A,14310.0,A,14460.0,A,13810.0,A,11727.0,A,11793.0,A,12658.0,A,12762.0,A,14889.0,A,16928.0,A,16364.0,A,15894.0,A,16464.0,A,16684.0,A,14309.0,A,14035.0,A,13968.0,A,13180.0,A,13319.0,A,13783.0,A,13967.0,A,13148.0,A,13317.0,A,13349.0,A,13228.0,A,12733.0,A,12300.0,A,12014.0,A,11984.0,A,11984.0,A,,,,,,,,
19458,5300,Asia,1084,"Meat indigenous, bird nes",5510,Production,tonnes,2102.0,A,2222.0,A,2343.0,A,2468.0,A,2589.0,A,2593.0,A,1793.0,A,2120.0,A,2397.0,A,2608.0,A,3616.0,A,2863.0,A,2151.0,A,1692.0,A,1830.0,A,1962.0,A,1859.0,A,2228.0,A,2244.0,A,2468.0,A,2646.0,A,3151.0,A,3115.0,A,3203.0,A,3005.0,A,3136.0,A,3205.0,A,2980.0,A,3060.0,A,3162.0,A,3001.0,A,3301.0,A,3694.0,A,3595.0,A,3385.0,A,3637.0,A,3707.0,A,3453.0,A,3448.0,A,3454.0,A,3163.0,A,3147.0,A,3318.0,A,3319.0,A,3253.0,A,3369.0,A,3450.0,A,3390.0,A,3191.0,A,3034.0,A,2931.0,A,2829.0,A,2829.0,A,,,,,,,,
19459,5300,Asia,972,"Meat indigenous, buffalo",5322,Production,Head,7228274.0,A,7429489.0,A,7552424.0,A,7836199.0,A,7989807.0,A,8095229.0,A,8326553.0,A,8557802.0,A,8691309.0,A,8903340.0,A,9150179.0,A,9301484.0,A,9615156.0,A,9882779.0,A,9950136.0,A,10167585.0,A,10371033.0,A,10517979.0,A,10798934.0,A,10994001.0,A,11320087.0,A,12110469.0,A,12292051.0,A,12581311.0,A,13228104.0,A,13705908.0,A,13792052.0,A,14984301.0,A,14788768.0,A,15041445.0,A,15495848.0,A,15877714.0,A,16619153.0,A,17121093.0,A,17813332.0,A,16584650.0,A,17868646.0,A,18129974.0,A,18725334.0,A,18874619.0,A,19298153.0,A,19601157.0,A,19004158.0,A,19611246.0,A,20105710.0,A,20887613.0,A,21642024.0,A,21989149.0,A,22366518.0,A,23225899.0,A,23518975.0,A,24728133.0,A,24550396.0,A,,,,,,,,
19461,5300,Asia,972,"Meat indigenous, buffalo",5510,Production,tonnes,995512.0,A,1021464.0,A,1030923.0,A,1070788.0,A,1089666.0,A,1103991.0,A,1132704.0,A,1169006.0,A,1188901.0,A,1220970.0,A,1241438.0,A,1258220.0,A,1314755.0,A,1352481.0,A,1350731.0,A,1379201.0,A,1387075.0,A,1406226.0,A,1450353.0,A,1480113.0,A,1550192.0,A,1680759.0,A,1706797.0,A,1761396.0,A,1851890.0,A,1956991.0,A,1964788.0,A,2060051.0,A,2056708.0,A,2100400.0,A,2163699.0,A,2220055.0,A,2324772.0,A,2384749.0,A,2463686.0,A,2279367.0,A,2422516.0,A,2445839.0,A,2517606.0,A,2548136.0,A,2561889.0,A,2607991.0,A,2559519.0,A,2640559.0,A,2704712.0,A,2831859.0,A,2940659.0,A,2974766.0,A,3022908.0,A,3151470.0,A,3179333.0,A,3414973.0,A,3313388.0,A,,,,,,,,
19462,5300,Asia,1137,"Meat indigenous, camel",5322,Production,Head,239272.0,A,247433.0,A,245667.0,A,254078.0,A,254164.0,A,251456.0,A,266796.0,A,257428.0,A,246821.0,A,253557.0,A,264530.0,A,276346.0,A,305491.0,A,377134.0,A,342166.0,A,322273.0,A,339281.0,A,311613.0,A,322395.0,A,309185.0,A,293977.0,A,286608.0,A,302973.0,A,332833.0,A,347726.0,A,332106.0,A,336960.0,A,350105.0,A,381537.0,A,419383.0,A,429644.0,A,429827.0,A,388399.0,A,366939.0,A,373078.0,A,399702.0,A,419301.0,A,457543.0,A,409988.0,A,478977.0,A,536984.0,A,504402.0,A,492977.0,A,474419.0,A,502394.0,A,488984.0,A,492133.0,A,517070.0,A,508017.0,A,575177.0,A,480111.0,A,482141.0,A,490553.0,A,,,,,,,,
19464,5300,Asia,1137,"Meat indigenous, camel",5510,Production,tonnes,49939.0,A,51590.0,A,51177.0,A,53041.0,A,53233.0,A,52267.0,A,56016.0,A,53254.0,A,50996.0,A,52107.0,A,54717.0,A,57002.0,A,62641.0,A,80887.0,A,72995.0,A,68870.0,A,72405.0,A,66612.0,A,69412.0,A,66485.0,A,62769.0,A,61070.0,A,64539.0,A,71063.0,A,74373.0,A,71638.0,A,72020.0,A,74747.0,A,81206.0,A,89807.0,A,91568.0,A,91419.0,A,84439.0,A,78502.0,A,76464.0,A,85708.0,A,85385.0,A,94387.0,A,87012.0,A,101604.0,A,111355.0,A,103687.0,A,102546.0,A,96168.0,A,100760.0,A,97460.0,A,100464.0,A,105567.0,A,103541.0,A,116440.0,A,96558.0,A,96188.0,A,98154.0,A,,,,,,,,
19465,5300,Asia,944,"Meat indigenous, cattle",5322,Production,Head,17873282.0,A,18698417.0,A,19191934.0,A,19927703.0,A,20357938.0,A,20791668.0,A,21046516.0,A,21296323.0,A,22518209.0,A,23250774.0,A,23307704.0,A,23569473.0,A,23650629.0,A,25512232.0,A,26061025.0,A,25978910.0,A,26670897.0,A,27401052.0,A,29028596.0,A,28393879.0,A,28971115.0,A,30305912.0,A,30665231.0,A,31715114.0,A,31721041.0,A,34381465.0,A,34589728.0,A,35244522.0,A,36255866.0,A,35975636.0,A,36721488.0,A,44929772.0,A,48236183.0,A,52864998.0,A,54249100.0,A,56500755.0,A,63298897.0,A,66341170.0,A,66120079.0,A,67555037.0,A,67627631.0,A,68961420.0,A,71509517.0,A,74425260.0,A,75580529.0,A,78055458.0,A,80559096.0,A,81090179.0,A,83340494.0,A,86408120.0,A,86993114.0,A,88116285.0,A,89833008.0,A,,,,,,,,
19467,5300,Asia,944,"Meat indigenous, cattle",5510,Production,tonnes,1742935.0,A,1825074.0,A,1895782.0,A,2009250.0,A,2031408.0,A,2038322.0,A,2070381.0,A,2116627.0,A,2248871.0,A,2342505.0,A,2401856.0,A,2476603.0,A,2486854.0,A,2755124.0,A,2811432.0,A,2785679.0,A,2913399.0,A,3009163.0,A,3145773.0,A,3189480.0,A,3276940.0,A,3405583.0,A,3457191.0,A,3851709.0,A,3911962.0,A,4234463.0,A,4393468.0,A,4532167.0,A,4738627.0,A,4899265.0,A,5190679.0,A,6794661.0,A,7415916.0,A,7650445.0,A,7935416.0,A,8320108.0,A,9184674.0,A,9626543.0,A,9672572.0,A,10040300.0,A,9931995.0,A,10248086.0,A,10530859.0,A,10961052.0,A,11033598.0,A,11462387.0,A,12101934.0,A,12191948.0,A,12534430.0,A,13131378.0,A,13288912.0,A,13666339.0,A,13962937.0,A,,,,,,,,
19468,5300,Asia,1094,"Meat indigenous, chicken",5323,Production,1000 Head,1190326.0,A,1233536.0,A,1313039.0,A,1362752.0,A,1456725.0,A,1544543.0,A,1669321.0,A,1787313.0,A,1920434.0,A,2028267.0,A,2157039.0,A,2335979.0,A,2471522.0,A,2578545.0,A,2682791.0,A,2828001.0,A,3008570.0,A,3286469.0,A,3525021.0,A,3728488.0,A,3981639.0,A,4329343.0,A,4617336.0,A,4809157.0,A,5025960.0,A,5455926.0,A,5938531.0,A,6492797.0,A,6703407.0,A,7055816.0,A,7762259.0,A,8736459.0,A,9758067.0,A,10365405.0,A,11328102.0,A,11593419.0,A,12760284.0,A,12770895.0,A,13570410.0,A,14687410.0,A,15093722.0,A,16009376.0,A,16913519.0,A,16801981.0,A,17694414.0,A,18280113.0,A,19567115.0,A,20875400.0,A,22067071.0,A,22895442.0,A,23826625.0,A,24822590.0,A,25126942.0,A,,,,,,,,
19470,5300,Asia,1094,"Meat indigenous, chicken",5510,Production,tonnes,1223522.0,A,1287277.0,A,1373286.0,A,1424835.0,A,1528112.0,A,1630440.0,A,1781124.0,A,1930555.0,A,2093534.0,A,2234927.0,A,2402385.0,A,2636448.0,A,2807233.0,A,2933486.0,A,3097800.0,A,3280903.0,A,3523437.0,A,3874984.0,A,4213320.0,A,4442343.0,A,4722693.0,A,5132498.0,A,5451289.0,A,5616039.0,A,5972548.0,A,6545840.0,A,7185432.0,A,7848058.0,A,8107421.0,A,8508748.0,A,9452929.0,A,10752886.0,A,12066854.0,A,12899073.0,A,14041732.0,A,14311268.0,A,15774410.0,A,16379798.0,A,16992457.0,A,18589945.0,A,18996431.0,A,20126353.0,A,21178460.0,A,21226010.0,A,22442272.0,A,23503223.0,A,25010980.0,A,26303592.0,A,28084334.0,A,29162987.0,A,30286576.0,A,31552195.0,A,32209580.0,A,,,,,,,,
19471,5300,Asia,1070,"Meat indigenous, duck",5323,Production,1000 Head,159895.0,A,168078.0,A,180870.0,A,184689.0,A,193831.0,A,202501.0,A,205393.0,A,213408.0,A,221181.0,A,229903.0,A,237923.0,A,250158.0,A,264099.0,A,276843.0,A,275001.0,A,292323.0,A,301631.0,A,320875.0,A,349542.0,A,360583.0,A,373520.0,A,393102.0,A,406252.0,A,414687.0,A,430568.0,A,477018.0,A,530414.0,A,566667.0,A,581323.0,A,631343.0,A,733690.0,A,809108.0,A,971756.0,A,1070021.0,A,1236283.0,A,1291261.0,A,1388964.0,A,1504260.0,A,1801480.0,A,1726518.0,A,1778138.0,A,1744467.0,A,1815547.0,A,1856193.0,A,2018841.0,A,2010356.0,A,2161845.0,A,2304473.0,A,2326611.0,A,2415825.0,A,2517951.0,A,2656839.0,A,2628357.0,A,,,,,,,,
19473,5300,Asia,1070,"Meat indigenous, duck",5510,Production,tonnes,206132.0,A,216455.0,A,232176.0,A,238212.0,A,249754.0,A,260939.0,A,266229.0,A,276853.0,A,286697.0,A,298562.0,A,309364.0,A,327314.0,A,344839.0,A,364875.0,A,364368.0,A,387353.0,A,401111.0,A,426660.0,A,464631.0,A,479818.0,A,498975.0,A,529098.0,A,547943.0,A,558962.0,A,579774.0,A,648031.0,A,726639.0,A,770832.0,A,795930.0,A,862019.0,A,951040.0,A,1094477.0,A,1315603.0,A,1441146.0,A,1655506.0,A,1699566.0,A,1870265.0,A,2015921.0,A,2303312.0,A,2329404.0,A,2404993.0,A,2336684.0,A,2408732.0,A,2475107.0,A,2687523.0,A,2727519.0,A,2905287.0,A,3112551.0,A,3209942.0,A,3322905.0,A,3465787.0,A,3619216.0,A,3659623.0,A,,,,,,,,
19474,5300,Asia,1077,"Meat indigenous, geese",5323,Production,1000 Head,21219.0,A,23128.0,A,25167.0,A,27307.0,A,29529.0,A,31528.0,A,33538.0,A,35713.0,A,37818.0,A,40024.0,A,42039.0,A,44129.0,A,46483.0,A,48546.0,A,50631.0,A,52321.0,A,54455.0,A,56802.0,A,59015.0,A,61017.0,A,63097.0,A,65477.0,A,67844.0,A,69421.0,A,70133.0,A,83498.0,A,95354.0,A,127479.0,A,132758.0,A,150500.0,A,189403.0,A,194216.0,A,225901.0,A,246840.0,A,345297.0,A,350611.0,A,386750.0,A,422239.0,A,436580.0,A,443397.0,A,443975.0,A,431566.0,A,446834.0,A,455008.0,A,490117.0,A,491492.0,A,541926.0,A,557335.0,A,590971.0,A,606141.0,A,623978.0,A,664175.0,A,654600.0,A,,,,,,,,
19476,5300,Asia,1077,"Meat indigenous, geese",5510,Production,tonnes,69537.0,A,75638.0,A,82229.0,A,89264.0,A,96361.0,A,102990.0,A,109118.0,A,116291.0,A,123077.0,A,130112.0,A,136453.0,A,143157.0,A,150627.0,A,157264.0,A,163914.0,A,169645.0,A,176632.0,A,184145.0,A,191270.0,A,197567.0,A,204233.0,A,212000.0,A,219623.0,A,224784.0,A,227028.0,A,273337.0,A,313281.0,A,419374.0,A,435573.0,A,495291.0,A,660246.0,A,767999.0,A,896094.0,A,977968.0,A,1371816.0,A,1392062.0,A,1536993.0,A,1679792.0,A,1735246.0,A,1767511.0,A,1769453.0,A,1718000.0,A,1779095.0,A,1812573.0,A,1949352.0,A,1955701.0,A,2148976.0,A,2181516.0,A,2266309.0,A,2353789.0,A,2428478.0,A,2560714.0,A,2592861.0,A,,,,,,,,
19477,5300,Asia,1032,"Meat indigenous, goat",5322,Production,Head,54398446.0,A,55683299.0,A,56707605.0,A,58156331.0,A,59602235.0,A,61421928.0,A,62538739.0,A,63180058.0,A,64326438.0,A,65071096.0,A,68379622.0,A,70251814.0,A,73795155.0,A,76202211.0,A,80572237.0,A,82055876.0,A,83781609.0,A,87453519.0,A,91114604.0,A,93942974.0,A,99487095.0,A,100454688.0,A,105866163.0,A,109008461.0,A,113551633.0,A,117688207.0,A,129083927.0,A,132619819.0,A,141701995.0,A,147383849.0,A,152661822.0,A,158922579.0,A,164617458.0,A,170685296.0,A,184357170.0,A,177384158.0,A,191388496.0,A,205591421.0,A,218196681.0,A,218412252.0,A,217059750.0,A,216961599.0,A,233519212.0,A,254275734.0,A,266053159.0,A,262119305.0,A,264541366.0,A,272717036.0,A,280827202.0,A,290136850.0,A,287171994.0,A,292792391.0,A,299724375.0,A,,,,,,,,
19479,5300,Asia,1032,"Meat indigenous, goat",5510,Production,tonnes,584220.0,A,601021.0,A,609768.0,A,622958.0,A,637944.0,A,660295.0,A,671716.0,A,676557.0,A,693148.0,A,701425.0,A,736611.0,A,754048.0,A,790929.0,A,825916.0,A,871627.0,A,878356.0,A,894279.0,A,936688.0,A,964501.0,A,983239.0,A,1044675.0,A,1105119.0,A,1179882.0,A,1232274.0,A,1285648.0,A,1338824.0,A,1476468.0,A,1527665.0,A,1646599.0,A,1728968.0,A,1799853.0,A,1883214.0,A,1991446.0,A,2074649.0,A,2267794.0,A,2107107.0,A,2268607.0,A,2480629.0,A,2565837.0,A,2565559.0,A,2564686.0,A,2559871.0,A,2782147.0,A,3047272.0,A,3221822.0,A,3162191.0,A,3265936.0,A,3389593.0,A,3468907.0,A,3592673.0,A,3590430.0,A,3710956.0,A,3774536.0,A,,,,,,,,
19480,5300,Asia,1120,"Meat indigenous, horse",5322,Production,Head,584469.0,A,567437.0,A,498261.0,A,493103.0,A,505390.0,A,505339.0,A,536051.0,A,543034.0,A,520792.0,A,530746.0,A,552238.0,A,562876.0,A,590275.0,A,613267.0,A,628780.0,A,657054.0,A,682452.0,A,697607.0,A,640730.0,A,607544.0,A,600281.0,A,620486.0,A,606222.0,A,607496.0,A,630244.0,A,647406.0,A,679248.0,A,677325.0,A,696300.0,A,715607.0,A,819036.0,A,1314094.0,A,1137429.0,A,1692606.0,A,1854798.0,A,2284477.0,A,2149082.0,A,2127476.0,A,2235387.0,A,2270581.0,A,2306376.0,A,2274567.0,A,2343740.0,A,2434671.0,A,2460386.0,A,2383247.0,A,2370907.0,A,2314727.0,A,2390054.0,A,2307071.0,A,2454039.0,A,2529915.0,A,2564313.0,A,,,,,,,,
19482,5300,Asia,1120,"Meat indigenous, horse",5510,Production,tonnes,97262.0,A,93228.0,A,79779.0,A,78443.0,A,84336.0,A,81186.0,A,85403.0,A,87413.0,A,83631.0,A,84483.0,A,87581.0,A,87158.0,A,89610.0,A,93651.0,A,96239.0,A,99436.0,A,105644.0,A,108470.0,A,98703.0,A,92199.0,A,90857.0,A,94721.0,A,93617.0,A,93125.0,A,96378.0,A,102786.0,A,104422.0,A,101779.0,A,105901.0,A,103470.0,A,108663.0,A,181163.0,A,165989.0,A,230570.0,A,245057.0,A,302122.0,A,288240.0,A,288194.0,A,307241.0,A,303866.0,A,307618.0,A,302922.0,A,315265.0,A,323800.0,A,327263.0,A,313357.0,A,307748.0,A,306437.0,A,312742.0,A,306814.0,A,324944.0,A,343252.0,A,347487.0,A,,,,,,,,
19483,5300,Asia,1124,"Meat indigenous, mule",5322,Production,Head,25000.0,A,27000.0,A,28500.0,A,30000.0,A,36000.0,A,40000.0,A,43000.0,A,46000.0,A,50000.0,A,55000.0,A,60000.0,A,68000.0,A,75000.0,A,86000.0,A,93000.0,A,99000.0,A,100000.0,A,110000.0,A,120000.0,A,130000.0,A,140000.0,A,150000.0,A,160000.0,A,170000.0,A,185000.0,A,200000.0,A,225000.0,A,237000.0,A,250000.0,A,260000.0,A,265000.0,A,280000.0,A,290000.0,A,455200.0,A,511000.0,A,615000.0,A,585000.0,A,735000.0,A,592000.0,A,653000.0,A,672000.0,A,656000.0,A,655000.0,A,633900.0,A,602100.0,A,612500.0,A,580000.0,A,543000.0,A,567000.0,A,541000.0,A,523000.0,A,520000.0,A,520000.0,A,,,,,,,,
19485,5300,Asia,1124,"Meat indigenous, mule",5510,Production,tonnes,2500.0,A,2700.0,A,2850.0,A,3000.0,A,3600.0,A,4000.0,A,4300.0,A,4600.0,A,5000.0,A,5500.0,A,6000.0,A,6800.0,A,7500.0,A,8600.0,A,9300.0,A,9900.0,A,10000.0,A,11000.0,A,12000.0,A,13000.0,A,14000.0,A,15000.0,A,16000.0,A,17000.0,A,18500.0,A,20000.0,A,22500.0,A,23700.0,A,25000.0,A,26000.0,A,26500.0,A,28000.0,A,29000.0,A,45520.0,A,51100.0,A,61500.0,A,58500.0,A,73500.0,A,59200.0,A,65300.0,A,67200.0,A,65600.0,A,65500.0,A,63390.0,A,60210.0,A,61250.0,A,58000.0,A,54300.0,A,56700.0,A,54100.0,A,52300.0,A,52000.0,A,52000.0,A,,,,,,,,
19486,5300,Asia,1055,"Meat indigenous, pig",5322,Production,Head,65191481.0,A,78385875.0,A,113462482.0,A,142007952.0,A,160936891.0,A,176092051.0,A,179954734.0,A,178249399.0,A,174281869.0,A,178353877.0,A,203280125.0,A,221818994.0,A,225590681.0,A,222114658.0,A,220514974.0,A,227450511.0,A,231065477.0,A,230349334.0,A,262696991.0,A,279661927.0,A,274204406.0,A,281644651.0,A,291706983.0,A,309402360.0,A,334355784.0,A,353426672.0,A,361904044.0,A,376094791.0,A,396678992.0,A,417101793.0,A,434552430.0,A,461008871.0,A,477403186.0,A,505840372.0,A,516303128.0,A,516624643.0,A,527659447.0,A,555858244.0,A,574969341.0,A,594105606.0,A,604132104.0,A,623312384.0,A,656734318.0,A,668958084.0,A,692666080.0,A,717537456.0,A,726383466.0,A,753698713.0,A,781230628.0,A,836752642.0,A,831524958.0,A,869425813.0,A,888058514.0,A,,,,,,,,
19488,5300,Asia,1055,"Meat indigenous, pig",5510,Production,tonnes,2904981.0,A,3494128.0,A,5047868.0,A,6391123.0,A,7269445.0,A,8021337.0,A,8426019.0,A,8387948.0,A,8278100.0,A,8446789.0,A,9530791.0,A,10360162.0,A,10573670.0,A,10594465.0,A,10654982.0,A,10718054.0,A,10893934.0,A,12005246.0,A,14422338.0,A,15881524.0,A,16511147.0,A,17477767.0,A,18191107.0,A,20720725.0,A,22273699.0,A,22910585.0,A,24443449.0,A,26233292.0,A,27547168.0,A,29413991.0,A,31043778.0,A,33266550.0,A,34644118.0,A,37053878.0,A,37796665.0,A,38155667.0,A,39335628.0,A,41408366.0,A,41904249.0,A,44068418.0,A,44552516.0,A,46000300.0,A,48471003.0,A,49005313.0,A,50857551.0,A,53228929.0,A,53807348.0,A,55740365.0,A,58303490.0,A,60146621.0,A,59788377.0,A,62880652.0,A,64456569.0,A,,,,,,,,
